song_number,artist_familiarity,artist_hotttnesss,artist_id,artist_mbid,artist_playmeid,artist_7digitalid,artist_latitude,artist_longitude,artist_location,artist_name,release,release_7digitalid,song_id,song_hotttnesss,title,track_7digitalid,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,year
3643,0.49990417605108173,0.3513209746013508,b'ARPQ9MD1187FB3D29A',b'56b9d4e0-6319-4baa-a027-a7c65aeb3dab',62452,10556,nan,nan,b'',b'Cheri Keaggy',b'Child of the Father',148610,b'SOJMGIE12A8C137C14',nan,b'The Cross That Bears His Name',1548829,22050,b'0ae0da0cd91f7a027bf08ff048b479df',0.0,262.24281,0.473,0.0,7,0.659,-14.173,1,0.718,253.219,97.977,7,0.15,b'TRAMJTV128F425A5A4',1994
3644,0.7756003458272162,0.4349226453121121,b'AR19QNR1187B9A13C5',b'f7ebe5e2-c9fb-4959-a9b3-b09921168d50',303,215,nan,nan,"b'Philadelphia, PA'",b'Cassidy',b'Hotel',303100,b'SORSQRR12A8C13A20D',0.2707759989463275,b'Take It',3410873,22050,b'128c17409fc0829220dc3cc4d10f8ed1',0.0,180.11383,0.339,0.0,7,0.893,-6.866,1,0.517,177.133,114.959,4,0.927,b'TRAMJUG128F429F8B2',0
3645,0.3276754373509238,0.2696935503839324,b'ARW1BRR1187B996332',b'9e643ff3-c2ea-4530-9fe2-630f96c42548',-1,192722,nan,nan,b'',b'The Shamrock Singers',b'The Best Of Ireland Today - 18 Smash Hits',673813,b'SOAFQPT12AB018A8BF',nan,b'You Made Me The Thief Of Your Heart',7470674,22050,b'0aba3af773380f43dd5ed795997ffd35',0.0,393.76934,3.622,0.0,6,0.741,-14.383,1,0.721,371.432,106.865,4,0.938,b'TRAMJZQ12903CC639D',0
3646,0.7725182850408985,0.5787907991747611,b'ARN7POH1187B9B301E',b'fe37acd4-893c-4b2c-8ad2-7fd394280354',802,35805,nan,nan,"b'Dallas, TX'",b'Jessica Simpson featuring Lil Bow Wow',b'This Is The Remix',283205,b'SOUQKXS12A8C132CAD',nan,b'Irresistible',3164588,22050,b'1ff5650c2b6aa572f89228670b317733',0.0,215.66649,2.577,0.0,1,0.73,-6.288,0,0.49,210.872,93.08,4,0.88,b'TRAMKCK128F4266769',2001
3647,0.8672589424375308,0.5477641110104191,b'ARHUC691187B9AD27F',b'20883363-1ea4-4d72-ad72-c0e767038f3e',-1,8956,nan,nan,"b'Long Beach, California'",b'The Mars Volta',b'Deloused in the Comatorium',337526,b'SOQVXCF12AF72A419B',0.8247177707649386,b'Take The Veil Cerpin Taxt',3776650,22050,b'fd7004e6faa3b721f6606ac3221362d7',0.0,521.63873,0.0,0.0,9,0.446,-3.741,0,0.269,515.913,174.792,5,0.494,b'TRAMKDJ128F92F3D8B',2003
3648,0.5335043143417373,0.3523640978351153,b'ARYXGST1187B991071',b'c5765b5b-64a9-4377-a010-c65d0ef445f3',-1,1676,50.50101,4.47684,b'Belgium',b'Uman',"b""L'aventure C'est L'aventure""",120443,b'SOOHCSN12A8C13F950',0.0,"b""On Fait Ce Qu'on Peut""",1245090,22050,b'533b386427be119b0bbd8f47fa125229',0.0,213.02812,0.0,0.0,0,0.0,-7.91,0,0.0,206.727,85.992,4,0.653,b'TRAMKIP128F42A72EC',0
3649,0.6742377995907541,0.4652702100858289,b'ARJ2PMY1187FB5B563',b'16dad944-c492-43dd-88ed-e0b7ac520c40',9408,80,nan,nan,b'NY - Long Island',b'Burning Spear',b'Jah Kingdom',26734,b'SOOREAS12A58A7C580',0.4072330149011048,b'Tumble Down',289490,22050,b'6a151e19da3200f5911f0602fcbad064',0.0,217.93914,0.23,0.0,8,0.516,-14.241,1,0.538,204.376,101.799,1,0.51,b'TRAMKKJ128F1463612',1991
3650,0.6238237678518292,0.4411063591444711,b'ARALUUG1187FB58696',b'710c7ffa-977e-4431-9f00-c8d4eddf6808',6861,10167,30.43883,-90.44116,"b'Ponchatoula, LA'",b'Irma Thomas',b'The New Rules',393775,b'SOGCGDZ12AB01844CC',0.37598430150044215,b'I Gave You Everything',4368432,22050,b'678f6f635a8b3d9104b668786a45de8f',0.0,173.26975,1.217,0.0,6,0.304,-13.332,0,0.325,165.872,130.839,1,0.18,b'TRAMKPP128F92F6F0C',0
3651,0.6451923387467661,0.47122432991900803,b'AR3THYK1187B999F1F',b'286ec4c2-b5ca-4f85-b331-280a6d73dd14',-1,11301,nan,nan,b'',b'Jo\xc3\xa3o Gilberto',b'Live In Tokyo',55862,b'SOOVQIU12A6D4FB6C9',0.3347065490692206,b'Meditacao',580263,22050,b'2890c7467513423c04e23791ed184421',0.0,333.89669,0.0,0.0,7,0.0,-32.331,0,0.161,325.114,76.953,5,0.361,b'TRAMKQJ128F1499D81',0
3652,0.651039380171071,0.4349760317895153,b'ARMH10M1187FB4184F',b'3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7',2948,12827,nan,nan,b'Wisconsin',b'fIREHOSE',b'Sometimes',86064,b'SOCZJSH12A6D4F7636',0.0,b'For The Singer Of R.E.M.',901367,22050,b'016ff5fc7a9e1dda7b3c690ae0b38756',0.0,201.22077,0.281,0.0,9,0.625,-14.582,1,0.213,190.723,179.008,4,0.42,b'TRAMKRX128EF3686A4',0
3653,0.797420740746604,0.5364000107927084,b'ARUKN9H1187B9B71C8',b'02ceff75-7363-493e-a78d-912dc86c7460',6981,5827,nan,nan,"b'Atlanta, GA'",b'The Black Crowes',b'Amorica',479327,b'SOZFGOG12A58A7F755',0.5940795853731886,b'Ballad In Urgency',5323480,22050,b'700d98a593dd9dbba290abb471000c14',0.0,339.25179,0.0,0.0,2,0.5,-5.365,1,0.543,334.321,117.706,4,0.87,b'TRAMKUA128F92ED3E1',1994
3654,0.36001552171499535,0.19664176799852934,b'ARNKWCP1187FB3AAF6',b'a2da4339-08cb-49f9-b0db-c0d2860df61f',-1,361518,nan,nan,b'',b'Electronic pig',b'Notorious P.I.G.',648966,b'SOTWTSF12AB01830BD',nan,b'Electro nicpig',7189659,22050,b'93703341f264d23543b0c26be5f6945d',0.0,218.53995,0.938,0.0,9,0.192,-6.513,0,0.452,208.55,137.938,4,1.0,b'TRAMKUF128F9353E34',2005
3655,0.5840378649203202,0.3564066177347273,b'AREP0H61187FB443CF',b'f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8',60448,69836,nan,nan,b'',b'Grayson Capps',b'Wail & Ride',176769,b'SORGSDN12A6D4FCA0A',nan,b'Mermaid',1903851,22050,b'dd4f3f6896c0c1f9ae459f647df9074a',0.0,236.59057,0.223,0.0,9,0.578,-9.072,0,0.626,226.696,132.684,3,0.0,b'TRAMKVB128F4223DAE',2006
3656,0.4893600464920905,0.3621134776387494,b'AR0NKFJ1187B9AF1FF',b'888b9014-96eb-4794-8e7c-04385ff923ae',59139,19066,51.77045,0.64255,"b'Essex, England'",b'Neil Innes',b'Re-Cycled Vinyl Blues',27782,b'SOOFJAI12A6D4F6F24',nan,b'Come Out Into The Open',304186,22050,b'25dc18cf192555d3ca5cb8ce3aed5e97',0.0,222.87628,0.444,0.0,2,0.611,-9.85,1,0.504,215.203,140.069,1,0.0,b'TRAMKXD128F146697F',1995
3657,0.431966634726431,0.3417147306173628,b'ARIZLHQ1187B9A18C4',b'580a0f83-f445-4873-b93f-a07faae8ef29',-1,134227,nan,nan,b'',b'Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm',b'Ultimate Baroque',628401,b'SOPRXCY12AB0183788',nan,b'1. Allegro',6975097,22050,b'eea5ea1d5fa211544f90be454b6860bf',0.0,341.05424,0.392,0.0,2,0.32,-25.127,0,0.487,335.679,131.816,1,0.0,b'TRAMLAE128F931FBE7',0
3658,0.711893841289885,0.5351630421238075,b'ARQOATR1187B9AE959',b'e3434cc7-d348-491a-9dc8-325af3d9086d',6380,4782,nan,nan,"b'Los Angeles, CA'","b""Jane's Addiction""",b'A Cabinet Of Curiosities',447827,b'SOOJLSM12AB0180267',0.3725300393660796,b'Stop! [Demo]',4969150,22050,b'a004a6d074d8a3c1234f05f2aa39515f',0.0,240.01261,2.49,0.0,9,0.675,-7.915,1,0.649,231.422,123.015,4,0.53,b'TRAMLFL128F93062A0',0
3659,0.7884852457724834,0.4701078015350845,b'ARLNY561187B9B0355',b'5221de81-b3cb-48d6-8e60-7c04b5daf02a',-1,19987,nan,nan,b'',b'Noisettes',b'Clubland 15',483892,b'SOMHGDS12AB017F0E2',nan,"b""Don't Upset The Rhythm (Go Baby Go)""",5369126,22050,b'bc5de18f1936acf2d7bec5078057500d',0.0,218.46159,0.0,0.0,3,0.573,-3.936,0,0.502,214.639,145.1,4,0.705,b'TRAMLGE128F92F81DD',2009
3660,0.6164368852568849,0.40946490922770284,b'ARAHQDS1187FB55275',b'e12fbbb6-46fe-4099-9bfa-1aeb56aef7e6',49627,24238,nan,nan,b'',b'Maysa',b'A Woman In Love',705822,b'SOFOHOB12AB0186C23',0.37598430150044215,b'I Put A Spell On You',7828722,22050,b'278f6a066126179de3c9f59ec9b47148',0.0,313.93914,0.438,0.0,6,0.651,-8.316,0,0.619,307.026,101.439,3,0.416,b'TRAMLGZ12903CA6BC4',0
3661,0.5462530728517105,0.1682020629302813,b'ARC2BFH1187B98F3C8',b'1202ac59-da0e-43e7-9d8e-cdc62e21892c',-1,177360,40.71455,-74.00712,b'NY - New York City',b'Pete Miser',b'What It Be...',230265,b'SOYRUFJ12A81C22C87',0.1926477122338821,b'On The Rhyme (Featuring DJ Pete Miser)',2522760,22050,b'62267c1c8aa7ea73299d1464e0d34024',0.0,224.02567,0.0,0.0,7,0.625,-9.559,1,0.541,217.821,179.965,4,0.066,b'TRAMLJB128F4220AC2',0
3662,0.47021229568907263,0.3200869267523748,b'ARJIE2Y1187B994AB7',b'8910064e-1810-42dc-90ba-bdab48cd9326',26581,19334,nan,nan,b'',b'Line Renaud',b'Les Ann\xc3\xa9es Chansons',34757,b'SOPPEEZ12A6D4F87B2',0.0,b'Il Y A Des Anges',372751,22050,b'7cbe7311d08629c6cc8e0c6976938fab',0.0,140.30322,0.322,0.0,1,0.171,-12.755,1,0.296,136.62,117.537,3,0.836,b'TRAMLMB128F14743B1',1994
3663,0.5954144590901588,0.41709885981405265,b'ARL62M311C8A4213F2',b'7700b801-de15-4c91-a641-387839e371e2',-1,308227,nan,nan,b'',b'Katie Armiger',b'Believe',556209,b'SOMRPXI12AB018788D',0.42744657148843085,b'Movin On',6150925,22050,b'cef1e2e63fcf2b6dd8d74cfd69988501',0.0,204.22485,0.142,0.0,9,0.388,-5.231,1,0.517,196.162,150.085,4,0.064,b'TRAMLPB128F933F690',0
3664,0.5735273126132847,0.3685067533998095,b'ARDINVM1187B98A6C1',b'6a8dba8c-b52f-405a-8737-eca91d4d82fa',28699,41438,48.69173,2.29005,"b'Longjumeau, France'",b'Marc Lavoine',"b""C'Est Ca Lavoine""",299148,b'SOQJLAI12A8C13BF33',nan,b'Si Tu Veux Le Savoir',3355738,22050,b'33e0136950b5f75836117d41ecff575f',0.0,190.6673,0.372,0.0,4,0.795,-13.354,1,0.723,183.24,140.424,4,0.657,b'TRAMLQC128F429222A',1995
3665,0.623696863115986,0.4002112979184991,b'AR07VS41187FB37944',b'd99a6247-94ab-4685-87df-572ba6ef44b7',3288,22747,nan,nan,b'',b'Mungo Jerry',b'Glam Slam!',662227,b'SOXKLGM12A58A7D814',nan,b'Alright_ Alright_ Alright',7339336,22050,b'865e48da00320ddf24f340ac621e0ea7',0.0,167.26159,0.0,0.0,0,0.192,-9.698,1,0.26,158.563,175.048,4,0.868,b'TRAMLQH12903CA69B2',0
3666,0.372484250206441,0.35889349318498354,b'ARHNL9K1187FB5730C',b'cca297c1-c597-47e3-a29a-ae36ba0c6aab',73475,23314,nan,nan,b'',b'Stephy Tang',b'Fantasy',33940,b'SOVCYMJ12A6D4F7726',nan,b'Zi You Zi Zai',363273,22050,b'bf7dae7650a29b3de1a90795026971c1',0.0,205.06077,0.606,0.0,0,0.479,-9.151,1,0.598,194.868,148.252,1,0.0,b'TRAMLUE128F147230E',2006
3667,0.17931174821104928,0.25230519703538673,b'ARRXNGN124207835CB',b'',60150,159086,nan,nan,b'',b'Grup Knar',b'Anadolu Ermeni Halk M\xc3\xbczigi',210310,b'SOLKIUR12A8C1393C5',nan,b'Burma Diginin Eger Er',2282718,22050,b'01538fb710a18bb7a086e30af298dc12',0.0,106.63138,0.102,0.0,5,0.396,-10.709,1,0.549,100.78,156.239,3,1.0,b'TRAMLYH128F426F90E',0
3668,0.6985324766957247,0.5094560008533419,b'ARW2U4O1187FB4408B',b'ef2d4a1c-195e-41f4-839e-bdfd3f85adc3',-1,17767,nan,nan,b'New York NY',b'Andrew W.K.',b'The Wolf',337565,b'SOIGEWM12AB0184077',0.6354178563299412,b'Long Live The Party',3776952,22050,b'e83d91abfd52a82c42f75d952279de84',0.0,240.40444,0.0,0.0,4,0.209,-4.008,1,0.296,237.946,191.144,4,0.474,b'TRAMLZC128F92F3EB9',2003
3669,0.3416959130760625,0.2647521421344973,b'AR3GYKU1187B996AB9',b'61a75fe6-c102-49bf-96b0-40a1b85c8e7c',-1,43762,41.05182,-73.54223,"b'Stamford, CT'",b'Jim Kweskin',b'Rhino Hi-Five: Bluegrass and Jug Bands',57770,b'SOASGOU12A6D4FBAED',0.2579500637754611,"b""If You're A Viper (LP Version)""",601314,22050,b'322fd2536c9b324f24438e7bce7fde65',0.0,122.33098,0.473,0.0,4,0.0,-12.528,1,0.162,115.461,182.773,1,0.0,b'TRAMLZR128F149EBB3',0
3670,0.5003899591946774,0.30633156509045295,b'AR7Q6QB1187B98A864',b'b9a090f2-59a8-4990-90f6-9bad592004e5',112256,80368,27.9758,-81.54106,b'Florida',b'Amilcar',b'Vacuuming The Forest',102720,b'SORQCTW12A8C13AB09',0.0,b'L4-L5',1059292,22050,b'e1ddbd3aa956f39da733fe7405495708',0.0,277.7073,2.13,0.0,0,0.443,-14.631,1,0.651,261.671,87.882,1,0.0,b'TRAMLZU128F4284A13',0
3671,0.8036192618435595,0.5312132868052581,b'ARFSPOV1187B9B2363',b'28cbf94d-0700-4095-a188-37e373b069a7',169,41932,nan,nan,"b'London, England'",b'Basement Jaxx',b'Rooty',344654,b'SOAHYMX12AB0182021',0.5954787482467339,b'Sfm',3861274,22050,b'f551e9f63c1f856be6459493060011bb',0.0,161.85424,0.322,0.0,7,0.057,-4.665,1,0.373,149.537,130.862,7,1.0,b'TRAMMAF128F93051B0',2001
3672,0.4874456479269531,0.38314073102074364,b'ARYV1OT1187B9B4C8E',b'2d67f7f4-1e85-4278-bac6-424e6204a8b9',38963,108554,nan,nan,b'',b'Commander Cody And His Lost Planet Airmen',b'Commander Cody & His Lost Planet Airmen',138329,b'SOPBCHO12A8AE4808C',nan,b'Hawaii Blues (Album Version)',1436039,22050,b'7faaf7bdfa408938896a25d4294eb6bc',0.0,185.44281,0.0,0.0,4,0.449,-8.353,1,0.296,176.536,123.713,4,0.054,b'TRAMMCH128F4241EBD',0
3673,0.7914655421770528,0.47788930391586204,b'ARRJ3UC1187FB579D7',b'4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c',1706,7606,nan,nan,"b'Croix-des-Bouquets,  Haiti'",b'Wyclef Jean',b'CARNIVAL VOL. II Memoirs of an Immigrant',280392,b'SOBGPAH12A58A78C55',nan,"b""Heaven's In New York""",3124880,22050,b'626d1cec1a3ac19384254150ef23f1f8',0.0,287.50322,0.0,0.0,6,0.945,-6.748,1,0.574,253.376,85.964,4,0.845,b'TRAMMDM128F425EAA9',2007
3674,0.6413540809343606,0.3842305629725106,b'ARMG34A1187FB548A8',b'5a8cc407-7efb-4e94-9637-d5896395e754',11521,503,30.08374,31.25536,"b'Cairo, Egypt'",b'Thomas Dolby',b'Retrospectacle - The Best Of Thomas Dolby',815,b'SORXYBE12A6310E27A',0.6474542104780152,b'Screen Kiss',6957,22050,b'2e97daf4d1d6e40a0b933ac6b7e08928',0.0,328.72444,3.918,0.0,11,0.192,-17.428,0,0.272,300.327,88.928,4,0.685,b'TRAMMDO128E0781A5D',1984
3675,0.5948666454751887,0.38284690149999745,b'ARE36MM1187B991E50',b'9481010a-db23-469d-87df-b04118850efb',16298,8588,31.1689,-100.07715,"b'Couchman, TX'",b'Blind Lemon Jefferson',b'Penitentiary Blues',579914,b'SOFOWNK12AB018C539',nan,b'Long Distance Moan',6426511,22050,b'b967ea10bae3857d6841798ee0dcca65',0.0,201.79546,0.0,0.0,10,0.652,-28.197,1,0.564,191.269,106.798,1,0.086,b'TRAMMFP12903CB59C2',2007
3676,0.6810906917425594,0.48853612540190205,b'ARN2ZKL1187FB3972B',b'd25fa5a6-92bf-46a3-8bf7-31149b62eb84',-1,4043,37.16793,-95.84502,"b'L.A \tCalifornia, Estados Unidos '",b'The Distillers',b'The Distillers',205356,b'SONWRPE12A58A7B042',0.7670748422311303,b'Oh Serena',2225284,22050,b'd2f649c88af05e3730a98f600592fb30',0.0,152.68526,0.328,0.0,3,0.252,-4.048,1,0.082,152.685,162.727,4,0.336,b'TRAMMQW128F42621E1',2000
3677,0.5275452094492329,0.0,b'ARGAJDQ11F50C4EDDF',b'',-1,189049,nan,nan,b'',b'Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola',"b""Musica Sacra Nella Napoli del '700""",244041,b'SOERNBP12A8C13D228',nan,b'Miserere: XVII. Quoniam Si Voluisses',2915889,22050,b'3aae3843ad33b9dc0a52c5dc9dac10ba',0.0,56.71138,0.408,0.0,11,0.467,-25.063,0,0.469,53.087,47.421,1,0.0,b'TRAMMTK128F4279CD2',0
3678,0.4617414933052843,0.3342524740434901,b'ARDZJ6H1187FB387F2',b'5b5d63ac-e78e-459e-abab-5e90e3dddbb5',3542,29156,nan,nan,b'',b'Moraes Moreira',b'A Arte De Moraes Moreira',705129,b'SOLBVPH12AB018577F',nan,b'Bateu No Paladar',7821580,22050,b'61ebc95c6aac35655644ce6aaa623a85',0.0,249.23383,0.168,0.0,11,0.356,-7.622,1,0.557,241.412,215.595,3,0.165,b'TRAMMTQ12903CA4FE7',0
3679,0.42387828448559384,0.30689117659986637,b'ARGKWSI11F50C488CC',b'',-1,348485,38.50205,-117.02258,b'Nevada',b'Smidi Beats',b'Las Vegas Number 1 Producer',470932,b'SORQGPC12AB01859EA',0.0,b'All Shook Up',5234583,22050,b'b7162879887328f1bf5c773240c020d1',0.0,199.18322,2.078,0.0,6,0.498,-14.497,0,0.476,196.406,98.128,4,1.0,b'TRAMMVU128F9343E9B',0
3680,0.5663291847334588,0.3825499288613511,b'AR8AVU31187FB42175',b'9adffe09-8bea-4f08-a409-923ecb3d029d',44286,16703,nan,nan,b'',b'The Robert Cray Band',b'The Definitive Collection',216494,b'SOYACRZ12A6D4FA356',0.6711085610781358,b'Bad Influence',3812480,22050,b'9e4972a3207bedd0219c848b69210eaa',0.0,173.322,0.206,0.0,1,0.385,-7.933,0,0.485,163.985,127.373,4,0.0,b'TRAMNAO128F92FACF2',1983
3681,0.5408813491958131,0.386630836509906,b'ARJRQL51187FB541AB',b'84f01d1b-ff47-4b26-bedb-2701ec5b2c9f',67826,19920,nan,nan,b'',b'Juan Carlos Baglietto',b'Mami',149708,b'SOXZRXO12A8C134918',0.0,b'Como Boomerang',1557350,22050,b'b7b1b5ed4c63c4df4fb7d67a53359089',0.0,205.84444,0.299,0.0,7,0.779,-11.54,1,0.888,191.321,131.724,4,0.0,b'TRAMNDH128F425C33D',1986
3682,0.5959966284893823,0.35907521756396604,b'ARGR7431187FB3F3FB',b'f75e42a2-e1f8-4873-ae07-f925dbc095ba',-1,16241,48.88314,2.62879,"b'Brou-sur-Chantereine, France'",b'Jacques Higelin',b'Chante Higelin et Vian',624360,b'SOBMUYO12AB0183BAC',nan,"b""Quand j'improvise sur mon piano""",6931323,22050,b'8b440f0cb001189c3b41e9e4b9c826c0',0.0,163.05587,0.351,0.0,9,0.39,-10.829,0,0.494,146.907,120.203,1,0.0,b'TRAMNDO128F9315128',1973
3683,0.5458666086016136,0.3753624343566203,b'ARH0Z131187B9B69E9',b'94ff7d3c-27e1-4628-9b81-477f911295cd',7994,110345,40.8079,-73.9454,"b'Harlem, New York, NY'",b'Kool Moe Dee',b'The Masters Series: Hip Hop',453478,b'SOLZRNM12AB0182048',nan,b'How Ya Like Me Now',5046481,22050,b'763f2a3fe0d62932b1c2db42c3666e47',0.0,336.43057,0.141,0.0,6,0.579,-7.0,1,0.608,334.251,104.171,4,1.0,b'TRAMNFT128F9316759',1987
3684,0.5391115605471758,0.3491396018203556,b'ARE13NK1187FB4CF92',b'9d0bc0f2-a4d9-4eb6-89d4-a25c066f1f7e',54710,35001,51.50632,-0.12714,"b'London, England'",b'Alternative TV',b'My Life As A Child Star',611763,b'SOHERCW12A8C14292A',nan,b'Lemons_ For Kevin',6800973,22050,b'f199c0ca6df54138c150be428cc6b17c',0.0,237.08689,5.439,0.0,2,0.006,-13.846,0,0.411,230.359,136.964,4,0.664,b'TRAMNGQ128F92F56EE',1994
3685,0.5612109197608985,0.21893641516044704,b'ARXWBOL11E2835E5BB',b'2c0be2ba-fa63-430f-afca-7499852158f6',-1,186637,nan,nan,b'',b'Abbott & Chambers',b'Power Trance Vol. 4',525924,b'SOLIERS12A58A75718',nan,b'Where Are You',5810471,22050,b'37265d988b8565d323362a9b45348a75',0.0,496.06485,0.0,0.0,7,0.668,-6.466,1,0.768,486.243,138.012,4,0.0,b'TRAMNIE128F92ECFDD',0
3686,0.6047793026785834,0.38925674304397423,b'AR4G2AQ1187FB59D5B',b'afd53e92-ec81-4c39-aef6-04e07f18b3d7',28513,14125,64.95014,26.06739,b'Finland',b'Indica',b'Ikuinen Virta',390092,b'SOEUWCB12AB0183A31',0.5324827075077003,b'Ihmisen Lento',4328226,22050,b'8d5898f24d58de8f191aa223d4bd6fe2',0.0,210.85995,0.119,0.0,7,0.422,-6.676,0,0.568,205.247,112.795,4,0.381,b'TRAMNJB128F92EFDC7',0
3687,0.49089798839115084,0.3653021909738527,b'AR1W3MA1187B99E6D8',b'79ddcfab-f507-4f44-9d2f-1b296ad06f23',-1,4605,31.1689,-100.07715,b'Texas',b'Danny Wright',b'Walking In Faith',548422,b'SOOOWUL12AB0182785',0.0,b'Walking in Faith_ Reprise',6065709,22050,b'21c4b62cdfde5697b75a035b47c4e852',0.0,109.03465,0.314,0.0,0,0.103,-17.471,1,0.522,98.511,108.718,4,0.609,b'TRAMNPV128F932AC6D',0
3688,0.55205380333855,0.3413762676298949,b'AREB22L1187B9A4BCE',b'428bdc7a-373c-4cd0-b3a7-1cec7ce868bf',61516,15867,nan,nan,b'',b'Bad Azz',b'Word On Tha Streets',22465,b'SOWLRCG12A6D4F7D25',0.0,b'Tha Stand',232365,22050,b'ebeeac70e9b1a67edc6e172901663a12',0.0,211.30404,0.156,0.0,10,0.004,-5.108,1,0.231,201.015,86.979,4,0.82,b'TRAMNQJ128F1456E04',1998
3689,0.45360053886418067,0.3508035740686485,b'ARN4IYF1187FB49D76',b'733fd871-62b7-4fa3-9c70-6e7aa6cdfe0e',-1,293676,nan,nan,b'',b'Pagan Wanderer Lu',b'The Independent Scrutineer',383455,b'SOETFHY12AAF3B3FD4',nan,b'Knight -> King 4',4253469,22050,b'f80befdca699520577ee7e556acf407c',0.0,346.25261,0.0,0.0,7,0.72,-7.523,1,0.718,321.596,134.909,3,0.817,b'TRAMNUL128F92DFD82',2006
3690,0.5901310518953434,0.3845495279364634,b'ARRVGAX1187FB4D745',b'531643e6-b3ba-4c7f-9d0d-f2831dc42317',-1,46342,35.21962,-80.01955,"b'Bellhaven, NC'",b'Little Eva',b'The Dimension Dolls',65452,b'SOENVPC12A58A771C4',0.425339880254588,b'Up On The Roof (LP Version)',682533,22050,b'45ffb7a84fbdccf6206d5a662a15362d',0.0,171.78077,0.154,0.0,1,0.671,-7.517,1,0.705,165.291,120.026,4,0.55,b'TRAMNUT128F14B07A9',0
3691,0.40704480621528977,0.2904050896801759,b'AR0FQ071187B9ACEC0',b'4e4fd19a-286b-40d0-94ae-3187b3567380',-1,293383,nan,nan,b'',b'Eduardo Dusek',b'Olhar Brasileiro',382369,b'SOXIDBV12AAF3B3B76',0.4744965757128489,b'Nostradamus',4243926,22050,b'2633656039257b36357fbaacc55c80f7',0.0,160.7571,0.351,0.0,2,0.523,-7.667,1,0.503,153.136,111.802,3,1.0,b'TRAMNVF128F92DE562',2000
3692,0.37813013436299636,0.2792557598816767,b'ARARFT81187FB41EEA',b'490f9c79-d923-4f65-8618-a9b00cf2cf2c',56337,66972,nan,nan,b'',b'Alfredo Guti\xc3\xa9rrez',b'Serie Tradicional - La Ca\xc3\xb1aguatera  CD 1',386073,b'SOGVKJE12AB017DA9C',nan,b'Linda mariposa',4282074,22050,b'21df726b009e1501e90748ff3a5c26fa',0.0,133.95546,0.0,0.0,0,0.398,-6.013,1,0.349,128.377,95.971,4,0.637,b'TRAMNVF128F92E6392',0
3693,0.8220349621993864,0.4770197895144525,b'AR0B3RS1187FB48F5D',b'86d2b4bc-a3ed-43b7-881c-f1d7f2ce3adc',-1,258892,39.10644,-84.50469,"b'Cincinnati, OH'",b'Why?',b'Sanddollars EP',226559,b'SOMAJVT12A6D4FB162',0.5746932970850078,"b""Miss Ohio's Nameless""",2479557,22050,b'91cda7e91a930d8a91d75c482d964468',0.0,173.68771,0.623,0.0,0,0.719,-6.913,1,0.595,154.03,132.462,1,0.069,b'TRAMOBS128F4216395',0
3694,0.5832986299963719,0.3545743705085378,b'ARC18161187FB4CF4B',b'1de1b55f-59ff-4132-8b2b-3416fbf3f879',17776,52026,40.71455,-74.00712,"b'New York, NY'",b'Amil',b'All Money Is Legal',282390,b'SOIHARY12A8C1338E8',0.3347065490692206,b'Get Down',3139959,22050,b'7c3b557031bc69196e76263b5729e7b8',0.0,269.19138,0.154,0.0,7,0.397,-6.875,1,0.417,258.943,90.894,4,0.724,b'TRAMODP128F426247B',2000
3695,0.7651414179080641,0.4714932266763217,b'ARO5P0H1187FB5BAD7',b'04f8dad4-de2d-4e98-8837-6a55075a9847',37294,35927,nan,nan,"b'Kona, HI'",b'Pepper',b'Pink Crustaceans and  Good Vibrations',667208,b'SOIAQFI12AF729E236',nan,b'Musical 69',7396133,22050,b'ccf0430bd40070e95e01fdac9dd39d6c',0.0,172.87791,0.0,0.0,9,0.703,-5.935,1,0.612,164.095,98.173,3,0.74,b'TRAMOGA12903CB4421',2008
3696,0.49725419334485377,0.4257688838906011,b'ARMGO941187FB3B52A',b'2fd7e5d6-fe15-480e-9f10-6c48f297af23',-1,21388,nan,nan,b'',b'Hi-Tack',b'Say Say Say (Waiting 4 U)',166718,b'SOBKSMX12A6D4F9750',0.3231121208952123,"b""Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)""",1762085,22050,b'e2845a1ef5e466aec3e3fc24d4221f41',0.0,345.96526,0.229,0.0,7,0.395,-7.908,1,0.532,334.588,129.146,4,0.0,b'TRAMOGF128F428C9F3',2006
3697,0.6486922863011286,0.3933694061464494,b'ARLBNAC1187FB47151',b'ee1a6d4a-b1ff-46a8-acf2-af575424bda5',-1,23350,nan,nan,b'',b'Alex Gopher',b'Wuz',422324,b'SOUAOPT12AB0182B82',nan,"b""Keep on dancin' (Last man standin')""",4707851,22050,b'833bf44c49752d8cfa34feee37c517d1',0.0,684.79955,2.113,0.0,7,0.365,-12.114,1,0.441,663.841,125.147,3,1.0,b'TRAMOGP128F933CE78',0
